0.100000,853.1150599000001
0.200000,699.3550598999999
0.300000,648.1017265666667
0.400000,622.4750598999999
0.500000,607.0990598999999
0.600000,596.8483932333334
0.700000,589.5264884714286
0.800000,584.0350599000002
0.900000,579.7639487888889
1.000000,576.3470599
1.100000,573.5514235363637
1.200000,571.2217265666667
1.300000,569.2504445153846
1.400000,567.5607741857143
1.500000,566.0963932333334
1.600000,564.8150598999999
1.700000,563.6844716647059
1.800000,562.6795043444445
1.900000,561.7803230578946
2.000000,560.9710599
